corp_label,구분,fy,rcept_no,report_nm,rcept_dt,section_title,table_index,row_index,원문헤더,원문행,비고_원문,겸직인원_언급,fetched_at,status,raw_path,raw_sha256
KB금융,지주,2024,20250314001704,사업보고서 (2024.12),20250314,1. 임원 및 직원 등의 현황,15,199,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"- | 여 | 40 | - | - | - | 40 | 3년7개월(16년2개월) | 5,424 | 131 | -",,N,2026-09-16T12:02:40+09:00,000,raw/document/20250314001704.zip,2279d1f9a284ebb0438b04f9b8d91cea4a34bc5cf0f3672ed6cc1c03f5086769
KB금융,지주,2024,20250314001704,사업보고서 (2024.12),20250314,1. 임원 및 직원 등의 현황,15,200,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 140 | - | - | - | 140 | 3년11개월(17년0개월) | 22,571 | 160 | -",,N,2026-09-16T12:02:40+09:00,000,raw/document/20250314001704.zip,2279d1f9a284ebb0438b04f9b8d91cea4a34bc5cf0f3672ed6cc1c03f5086769
하나금융지주,지주,2024,20250317000894,사업보고서 (2024.12),20250317,1. 임원 및 직원 등의 현황,11,201,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-22T12:04:30+09:00,000,raw/document/20250317000894.zip,2ed5f2c5848051e9cf05386bfd2d32ecc314400d1d8bbf680f248df9777ebc66
하나금융지주,지주,2024,20250317000894,사업보고서 (2024.12),20250317,1. 임원 및 직원 등의 현황,11,202,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"- | 남 | 80 | - | 17 | - | 97 | 3.2 | 17,547 | 177 | 2 | 1 | 3 | -",,N,2026-09-22T12:04:30+09:00,000,raw/document/20250317000894.zip,2ed5f2c5848051e9cf05386bfd2d32ecc314400d1d8bbf680f248df9777ebc66
하나금융지주,지주,2024,20250317000894,사업보고서 (2024.12),20250317,1. 임원 및 직원 등의 현황,11,203,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"- | 여 | 23 | - | 9 | - | 32 | 3.2 | 3,819 | 123 | -",,N,2026-09-22T12:04:30+09:00,000,raw/document/20250317000894.zip,2ed5f2c5848051e9cf05386bfd2d32ecc314400d1d8bbf680f248df9777ebc66
하나금융지주,지주,2024,20250317000894,사업보고서 (2024.12),20250317,1. 임원 및 직원 등의 현황,11,204,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 103 | - | 26 | - | 129 | 3.2 | 21,366 | 164 | -",,N,2026-09-22T12:04:30+09:00,000,raw/document/20250317000894.zip,2ed5f2c5848051e9cf05386bfd2d32ecc314400d1d8bbf680f248df9777ebc66
iM금융지주,지주,2024,20250318000693,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,16,205,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),"겸직임원 1명, 겸직직원 19명 포함 / 겸직직원 6명 포함",Y,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,지주,2024,20250318000693,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,16,206,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융업 | 남 | 82 | - | 21 | - | 103 | 2.99 | 14,048 | 143 | - | - | - | 겸직임원 1명, 겸직직원 19명 포함","겸직임원 1명, 겸직직원 19명 포함 / 겸직직원 6명 포함",Y,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,지주,2024,20250318000693,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,16,207,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융업 | 여 | 13 | - | 10 | - | 23 | 3.67 | 1,729 | 79 | 겸직직원 6명 포함","겸직임원 1명, 겸직직원 19명 포함 / 겸직직원 6명 포함",Y,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,지주,2024,20250318000693,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,16,208,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 95 | - | 31 | - | 126 | 3.12 | 15,777 | 133 | -","겸직임원 1명, 겸직직원 19명 포함 / 겸직직원 6명 포함",Y,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
신한지주,지주,2024,20250318000993,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,16,209,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T12:04:49+09:00,000,raw/document/20250318000993.zip,22eeff37c00bcab23a105fb4a4cd6c69baa8bcf1d4e5492c1bf6105334d14583
신한지주,지주,2024,20250318000993,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,16,210,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"- | 남 | 129 | - | 8 | - | 137 | 3년 6개월 (16년) | 24,734 | 180 | - | - | - | -",,N,2026-09-16T12:04:49+09:00,000,raw/document/20250318000993.zip,22eeff37c00bcab23a105fb4a4cd6c69baa8bcf1d4e5492c1bf6105334d14583
신한지주,지주,2024,20250318000993,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,16,211,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"- | 여 | 46 | - | 2 | 1 | 48 | 4년 (12년 7개월) | 6,359 | 133 | -",,N,2026-09-16T12:04:49+09:00,000,raw/document/20250318000993.zip,22eeff37c00bcab23a105fb4a4cd6c69baa8bcf1d4e5492c1bf6105334d14583
신한지주,지주,2024,20250318000993,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,16,212,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 175 | - | 10 | 1 | 185 | 3년 7개월 (15년 1개월) | 31,093 | 168 | -",,N,2026-09-16T12:04:49+09:00,000,raw/document/20250318000993.zip,22eeff37c00bcab23a105fb4a4cd6c69baa8bcf1d4e5492c1bf6105334d14583
BNK금융지주,지주,2024,20250318001176,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,8,213,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-22T12:05:25+09:00,000,raw/document/20250318001176.zip,bda31e517ecfec8c3c69800dbf7466ce1dc57dd4acbf61b3ade23c380bc8ff60
BNK금융지주,지주,2024,20250318001176,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,8,214,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융업 | 남 | 95 | - | 9 | - | 104 | 26개월 | 17,320 | 161 | - | - | - | -",,N,2026-09-22T12:05:25+09:00,000,raw/document/20250318001176.zip,bda31e517ecfec8c3c69800dbf7466ce1dc57dd4acbf61b3ade23c380bc8ff60
BNK금융지주,지주,2024,20250318001176,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,8,215,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융업 | 여 | 8 | - | 8 | - | 16 | 27개월 | 2,135 | 123 | -",,N,2026-09-22T12:05:25+09:00,000,raw/document/20250318001176.zip,bda31e517ecfec8c3c69800dbf7466ce1dc57dd4acbf61b3ade23c380bc8ff60
BNK금융지주,지주,2024,20250318001176,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,8,216,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 103 | - | 17 | - | 120 | 26개월 | 19,455 | 156 | -",,N,2026-09-22T12:05:25+09:00,000,raw/document/20250318001176.zip,bda31e517ecfec8c3c69800dbf7466ce1dc57dd4acbf61b3ade23c380bc8ff60
신한은행(구),은행,2024,20250318001188,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,6,217,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T12:07:36+09:00,000,raw/document/20250318001188.zip,b79090d5c03d932d66cfa59e34ef57aa753f2e5077c275417f1bb03d870f14fd
신한은행(구),은행,2024,20250318001188,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,6,218,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융서비스 | 남 | 6,293 | - | 652 | 89 | 6,945 | 17년 1개월 | 965,153 | 138 | 1,774 | 2,438 | 4,212 | -",,N,2026-09-16T12:07:36+09:00,000,raw/document/20250318001188.zip,b79090d5c03d932d66cfa59e34ef57aa753f2e5077c275417f1bb03d870f14fd
신한은행(구),은행,2024,20250318001188,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,6,219,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융서비스 | 여 | 5,933 | 144 | 205 | 61 | 6,138 | 14년 7개월 | 594,415 | 97 | -",,N,2026-09-16T12:07:36+09:00,000,raw/document/20250318001188.zip,b79090d5c03d932d66cfa59e34ef57aa753f2e5077c275417f1bb03d870f14fd
신한은행(구),은행,2024,20250318001188,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,6,220,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 12,226 | 144 | 857 | 150 | 13,083 | 15년 10개월 | 1,559,568 | 119 | -",,N,2026-09-16T12:07:36+09:00,000,raw/document/20250318001188.zip,b79090d5c03d932d66cfa59e34ef57aa753f2e5077c275417f1bb03d870f14fd
우리금융지주,지주,2024,20250318001196,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,9,221,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T12:08:42+09:00,000,raw/document/20250318001196.zip,7a4e4c34e094090abc8b824388592123ea45a0de13f9ddf7a26801c8ff126899
우리금융지주,지주,2024,20250318001196,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,9,222,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"- | 남 | 55 | - | 30 | - | 85 | 3년 2개월 (15년 6개월) | 16,277 | 186 | - | - | - | -",,N,2026-09-16T12:08:42+09:00,000,raw/document/20250318001196.zip,7a4e4c34e094090abc8b824388592123ea45a0de13f9ddf7a26801c8ff126899
우리금융지주,지주,2024,20250318001196,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,9,223,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"- | 여 | 15 | - | 7 | - | 22 | 3년 8개월 (12년 6개월) | 2,574 | 121 | -",,N,2026-09-16T12:08:42+09:00,000,raw/document/20250318001196.zip,7a4e4c34e094090abc8b824388592123ea45a0de13f9ddf7a26801c8ff126899
우리금융지주,지주,2024,20250318001196,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,9,224,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 70 | - | 37 | - | 107 | 3년 3개월(14년 10개월) | 18,851 | 174 | -",,N,2026-09-16T12:08:42+09:00,000,raw/document/20250318001196.zip,7a4e4c34e094090abc8b824388592123ea45a0de13f9ddf7a26801c8ff126899
신한라이프생명보험,보험자회사,2024,20250318001216,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,13,225,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T12:09:37+09:00,000,raw/document/20250318001216.zip,417f6fef3407e742ee6540c36ee66bb1de9f593facfa59a257cf9e4d50bce30b
신한라이프생명보험,보험자회사,2024,20250318001216,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,13,226,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"보험업 | 남 | 657 | 7 | 7 | - | 664 | 13.7 | 87,112 | 133 | 152 | 476 | 628 | -",,N,2026-09-16T12:09:37+09:00,000,raw/document/20250318001216.zip,417f6fef3407e742ee6540c36ee66bb1de9f593facfa59a257cf9e4d50bce30b
신한라이프생명보험,보험자회사,2024,20250318001216,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,13,227,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"보험업 | 여 | 876 | 1 | 10 | - | 886 | 16.5 | 90,574 | 103 | -",,N,2026-09-16T12:09:37+09:00,000,raw/document/20250318001216.zip,417f6fef3407e742ee6540c36ee66bb1de9f593facfa59a257cf9e4d50bce30b
신한라이프생명보험,보험자회사,2024,20250318001216,사업보고서 (2024.12),20250318,1. 임원 및 직원 등의 현황,13,228,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 1,533 | 8 | 17 | - | 1,550 | 15.3 | 177,686 | 116 | -",,N,2026-09-16T12:09:37+09:00,000,raw/document/20250318001216.zip,417f6fef3407e742ee6540c36ee66bb1de9f593facfa59a257cf9e4d50bce30b
동양생명보험,보험자회사,2024,20250319000486,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,10,229,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T12:11:14+09:00,000,raw/document/20250319000486.zip,4c745776253e786cfd15d1d10f58e69ad7c570acced107dfa24f34b45d1b7353
동양생명보험,보험자회사,2024,20250319000486,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,10,230,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"관리부문 | 남 | 263 | 1 | 23 | 2 | 286 | 11.5 | 36,002 | 126 | 153 | 270 | 423 | -",,N,2026-09-16T12:11:14+09:00,000,raw/document/20250319000486.zip,4c745776253e786cfd15d1d10f58e69ad7c570acced107dfa24f34b45d1b7353
동양생명보험,보험자회사,2024,20250319000486,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,10,231,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"관리부문 | 여 | 257 | - | 9 | 4 | 266 | 13.6 | 23,158 | 87 | -",,N,2026-09-16T12:11:14+09:00,000,raw/document/20250319000486.zip,4c745776253e786cfd15d1d10f58e69ad7c570acced107dfa24f34b45d1b7353
동양생명보험,보험자회사,2024,20250319000486,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,10,232,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"영업부문 | 남 | 101 | - | - | - | 101 | 13.7 | 14,663 | 145 | -",,N,2026-09-16T12:11:14+09:00,000,raw/document/20250319000486.zip,4c745776253e786cfd15d1d10f58e69ad7c570acced107dfa24f34b45d1b7353
동양생명보험,보험자회사,2024,20250319000486,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,10,233,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"영업부문 | 여 | 204 | - | - | - | 204 | 21.4 | 21,276 | 104 | -",,N,2026-09-16T12:11:14+09:00,000,raw/document/20250319000486.zip,4c745776253e786cfd15d1d10f58e69ad7c570acced107dfa24f34b45d1b7353
동양생명보험,보험자회사,2024,20250319000486,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,10,234,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"자산운용부문 | 남 | 46 | - | 2 | - | 48 | 10.3 | 7,020 | 146 | -",,N,2026-09-16T12:11:14+09:00,000,raw/document/20250319000486.zip,4c745776253e786cfd15d1d10f58e69ad7c570acced107dfa24f34b45d1b7353
동양생명보험,보험자회사,2024,20250319000486,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,10,235,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"자산운용부문 | 여 | 30 | - | 2 | 2 | 32 | 9.2 | 2,626 | 82 | -",,N,2026-09-16T12:11:14+09:00,000,raw/document/20250319000486.zip,4c745776253e786cfd15d1d10f58e69ad7c570acced107dfa24f34b45d1b7353
동양생명보험,보험자회사,2024,20250319000486,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,10,236,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 901 | 1 | 36 | 8 | 937 | 14.2 | 104,746 | 112 | -",,N,2026-09-16T12:11:14+09:00,000,raw/document/20250319000486.zip,4c745776253e786cfd15d1d10f58e69ad7c570acced107dfa24f34b45d1b7353
JB금융지주,지주,2024,20250319000926,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,12,237,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-22T12:06:23+09:00,000,raw/document/20250319000926.zip,628d09d14ebd9160b3048908ab895a1da5ac0859ad9eb84462dce90c6e2f61e1
JB금융지주,지주,2024,20250319000926,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,12,238,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융업 | 남 | 61 | - | 24 | - | 85 | 2년 11개월 | 16,146 | 200 | - | - | - | -",,N,2026-09-22T12:06:23+09:00,000,raw/document/20250319000926.zip,628d09d14ebd9160b3048908ab895a1da5ac0859ad9eb84462dce90c6e2f61e1
JB금융지주,지주,2024,20250319000926,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,12,239,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"금융업 | 여 | 15 | - | 9 | - | 24 | 3년 6개월 | 2,583 | 113 | -",,N,2026-09-22T12:06:23+09:00,000,raw/document/20250319000926.zip,628d09d14ebd9160b3048908ab895a1da5ac0859ad9eb84462dce90c6e2f61e1
JB금융지주,지주,2024,20250319000926,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,12,240,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 76 | - | 33 | - | 109 | 3년 1개월 | 18,729 | 181 | -",,N,2026-09-22T12:06:23+09:00,000,raw/document/20250319000926.zip,628d09d14ebd9160b3048908ab895a1da5ac0859ad9eb84462dce90c6e2f61e1
메리츠금융지주,지주,2024,20250319001090,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,8,241,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,전체 | (단시간근로자) | 전체 | (단시간근로자),,N,2026-09-16T12:12:02+09:00,000,raw/document/20250319001090.zip,6cc3f1acb81d97af75b015820c13c218b90074e43d44319d62ef1ce7f205f7d0
메리츠금융지주,지주,2024,20250319001090,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,8,242,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"경영관리 | 남 | 12 | - | 14 | - | 26 | 2.8 | 5,254 | 202 | - | - | - | -",,N,2026-09-16T12:12:02+09:00,000,raw/document/20250319001090.zip,6cc3f1acb81d97af75b015820c13c218b90074e43d44319d62ef1ce7f205f7d0
메리츠금융지주,지주,2024,20250319001090,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,8,243,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"경영관리 | 여 | 9 | - | 1 | - | 10 | 5.9 | 1,697 | 170 | -",,N,2026-09-16T12:12:02+09:00,000,raw/document/20250319001090.zip,6cc3f1acb81d97af75b015820c13c218b90074e43d44319d62ef1ce7f205f7d0
메리츠금융지주,지주,2024,20250319001090,사업보고서 (2024.12),20250319,1. 임원 및 직원 등의 현황,8,244,사업부문 | 성별 | 직 원 수·기간의 정함이없는 근로자 | 직 원 수·기간제근로자 | 직 원 수·합 계 | 직 원 수 | 직 원 수 | 평 균근속연수 | 연간급여총 액 | 1인평균급여액 | 남 | 여 | 계,"합 계 | 21 | - | 15 | - | 36 | 3.7 | 6,951 | 193 | -",,N,2026-09-16T12:12:02+09:00,000,raw/document/20250319001090.zip,6cc3f1acb81d97af75b015820c13c218b90074e43d44319d62ef1ce7f205f7d0
