corp_label,구분,fy,rcept_no,report_nm,rcept_dt,section_title,table_index,row_index,위원회명,구성,소속이사명,설치목적및권한사항,비고,구분,열수일치,원문헤더,원문행,fetched_at,status,raw_path,raw_sha256
하나금융지주,,2024,20250317000894,사업보고서 (2024.12),20250317,1. 이사회에 관한 사항,9,2384,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 이사의 성명·사외이사 | 이사의 성명·사내이사 | 이사의 성명 | 이사의 성명 | 이사의 성명 | 이사의 성명,3호 결의 : 하나카드 대표이사 사장 후보 최종 심의 및 추천 | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-22T12:04:30+09:00,000,raw/document/20250317000894.zip,2ed5f2c5848051e9cf05386bfd2d32ecc314400d1d8bbf680f248df9777ebc66
하나금융지주,,2024,20250317000894,사업보고서 (2024.12),20250317,1. 이사회에 관한 사항,9,2385,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 이사의 성명·사외이사 | 이사의 성명·사내이사 | 이사의 성명 | 이사의 성명 | 이사의 성명 | 이사의 성명,2024.12.13 | 1호 결의 : 하나캐피탈 대표이사 사장 후보 최종 심의 및 추천 | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-22T12:04:30+09:00,000,raw/document/20250317000894.zip,2ed5f2c5848051e9cf05386bfd2d32ecc314400d1d8bbf680f248df9777ebc66
하나금융지주,,2024,20250317000894,사업보고서 (2024.12),20250317,1. 이사회에 관한 사항,9,2386,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 이사의 성명·사외이사 | 이사의 성명·사내이사 | 이사의 성명 | 이사의 성명 | 이사의 성명 | 이사의 성명,2호 결의 : 하나저축은행 대표이사 사장 후보 최종 심의 및 추천 | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-22T12:04:30+09:00,000,raw/document/20250317000894.zip,2ed5f2c5848051e9cf05386bfd2d32ecc314400d1d8bbf680f248df9777ebc66
하나금융지주,,2024,20250317000894,사업보고서 (2024.12),20250317,1. 이사회에 관한 사항,9,2387,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결여부 | 이사의 성명·사외이사 | 이사의 성명·사내이사 | 이사의 성명 | 이사의 성명 | 이사의 성명 | 이사의 성명,2024.12.17 | 1호 결의 : 그룹사 자문위원 운영 기준 개정 | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-22T12:04:30+09:00,000,raw/document/20250317000894.zip,2ed5f2c5848051e9cf05386bfd2d32ecc314400d1d8bbf680f248df9777ebc66
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,10,2388,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·김태오(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),찬반여부,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,10,2389,그룹임원 후보추천 위원회,,,,,,Y,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·김태오(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),그룹임원 후보추천 위원회 | 2024.02.07 | 1.자회사 최고경영자 경영승계계획 수립(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,10,2390,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·김태오(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2. 하이투자증권 최고경영자 경영승계 개시의 건 | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,10,2391,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·김태오(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.02.16 | 1. 자회사 하이투자증권 최고경영자 후보군(Long-List) 선정(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,10,2392,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·김태오(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.02.26 | 1. 자회사 하이투자증권 최고경영자 최종후보군(Short-List) 자격검증 및 선정(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,10,2393,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·김태오(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.03.04 | 1. 자회사(하이투자증권) 최고경영자 최종후보자 추천(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2394,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),찬반여부,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2395,그룹임원 후보추천 위원회,,,,,,Y,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),그룹임원 후보추천 위원회 | 2024.03.28 | 1. 그룹임원후보추천위원회 위원장 선임 | 가결 | 찬성 | 찬성 | 주1) | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2396,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.09.27 | 1. 자회사 최고경영자 경영승계계획(안) 수립 및 iM 뱅크 최고 경영자 경영승계 개시 결정 | 가결 | 주2) | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2397,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.11.08 | 1. iM뱅크 최고경영자 Long-List 선정(안) | 가결 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2398,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2. iM뱅크 최고경영자 경영승계 프로그램 실시(안) | 가결 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2399,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),3. iM라이프 최고경영자 경영승계 개시 결정 | 가결 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2400,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.12.06 | 1. iM뱅크 최고경영자 Short-List 선정(안) | 가결 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2401,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2. iM라이프 최고경영자 후보군(Long-List) 선정(안) | 가결 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2402,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.12.13 | 1. 뉴지스탁 대표이사 후보 추천(안) | 가결 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2403,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.12.18 | 1. iM라이프 최고경영자 Short-List 선정(안) | 가결 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2404,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.12.20 | 1. iM뱅크 최고경영자 최종후보자 선정(안) | 가결 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2405,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.12.23 | 1. iM라이프 최고경영자 최종후보자 선정(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2406,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2024.12.26 | 1. iM캐피탈 대표이사 후보 추천(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2407,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),2. iM에셋자산운용 대표이사 후보 추천(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2408,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),3. iM유페이 대표이사 후보 추천(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2409,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),4. iM데이터시스템 대표이사 후보 추천(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2410,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),5. iM신용정보 대표이사 후보 추천(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2411,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),6. iM투자파트너스 대표이사 후보 추천(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,11,2412,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·황병우(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·정재수(100%),7. 자회사 최고경영자 후보군 연간활동내용 등 보고 | 보고 | - | - | - | -,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,12,2413,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·최용호(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%) | 이사 등의 성명·정재수(100%),찬반여부,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,12,2414,회장후보 추천위원회,,,,,,Y,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·최용호(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%) | 이사 등의 성명·정재수(100%),회장후보 추천위원회 | 2024.01.19 | 1. 그룹 최고경영자 경영승계프로그램(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,12,2415,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·최용호(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%) | 이사 등의 성명·정재수(100%),2. 그룹 최고경영자 Long-List 후보군 선정(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,12,2416,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·최용호(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%) | 이사 등의 성명·정재수(100%),2024.02.14 | 1. 그룹 최고경영자 최종후보군(Short-List) 선정(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,12,2417,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·최용호(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%) | 이사 등의 성명·정재수(100%),2024.02.26 | 1. 그룹 최고경영자 최종후보자 추천 | 가결 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,12,2418,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·최용호(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%) | 이사 등의 성명·정재수(100%),2024.03.28 | 1. 회장후보추천위원회 위원장 선임 | 가결 | 주) | 찬성 | 찬성 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,12,2419,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·최용호(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%) | 이사 등의 성명·정재수(100%),2024.12.26 | 1. 최고경영자 후보군 연간활동내용 등 보고 | 보고 | - | - | - | - | - | - | -,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,13,2420,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·정재수(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%),찬반여부,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,13,2421,사외이사 후보추천 위원회,,,,,,Y,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·정재수(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%),사외이사 후보추천 위원회 | 2024.02.20 | 1. 그룹 통합 사외이사후보군 선정(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,13,2422,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·정재수(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%),2024.02.26 | 1. 사외이사 후보(Short-List) 추천의 건 | 가결 | 찬성 | 주1) | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,13,2423,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·정재수(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%),2024.03.05 | 1. 사외이사 최종후보자 추천(案) | 가결 | 찬성 | 주1) | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,14,2424,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·정재수(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·조동환(100%),찬반여부,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,14,2425,사외이사 후보추천 위원회,,,,,,Y,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·정재수(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·조동환(100%),사외이사 후보추천 위원회 | 2024.03.28 | 1. 사외이사후보추천위원회 위원장 선임 | 가결 | 주2) | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,14,2426,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·정재수(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·조동환(100%),2024.06.13 | 1. 그룹 통합 사외이사후보군 관리 및 추가 선정(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,14,2427,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·정재수(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·조동환(100%),2024.12.26 | 1.사외이사 예비후보 주주추천 모집(안) | 가결 | 찬성 | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,15,2428,,,,,,,N,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·최용호(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%) | 이사 등의 성명·정재수(100%),찬반여부,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
iM금융지주,,2024,20250318000693,사업보고서 (2024.12),20250318,1. 이사회에 관한 사항,15,2429,감사위원후보추천위원회,,,,,,Y,위원회명 | 개최일자 | 의안내용 | 가결 여부 | 이사 등의 성명·최용호(100%) | 이사 등의 성명·조강래(100%) | 이사 등의 성명·이승천(100%) | 이사 등의 성명·김효신(100%) | 이사 등의 성명·노태식(100%) | 이사 등의 성명·조동환(100%) | 이사 등의 성명·정재수(100%),감사위원후보추천위원회 | 2024.03.05 | 1. 감사위원회 위원 후보 추천(案) | 가결 | 찬성 | 찬성 | 찬성 | 주1) | 찬성 | 찬성 | 찬성,2026-09-16T12:03:30+09:00,000,raw/document/20250318000693.zip,14ede42e7fe43251257b4f0aecc7df8544657c60408846766d68f6de00eac141
